reward,RSRP,throughput,snr
0.9978448679511608,-99.03024188909681,3530894.087568038,10.840928520500096
1.0183168245138814,-98.33910321535612,1732193.9159235717,2.3850908478770956
1.0117263291048266,-99.17935478525075,1501564.0716176233,1.8738489729965042
1.0099220771376558,-98.29268344510895,2116190.7871984695,3.4117628371288817
1.0167777865952388,-98.29459823249272,2374433.947121989,4.299394956963707
0.9993100887902825,-98.63844423744546,3868258.5024111606,13.964468698113498
0.9989925279985553,-99.07617699908636,1480691.1864732425,1.8233132605136397
1.0008567773175685,-99.1153799596343,1645190.2166379509,2.181856364287369
1.0080265595608473,-98.41149948404441,1372038.9933778136,1.6192169658076039
1.006329389533254,-98.7613630542608,1119587.6873285437,1.1924589352423365
1.0033844638280236,-99.03275479053683,1285160.8417674145,1.4583771817829354
0.999569002153971,-99.18688618127013,2408784.734667012,4.401727275206063
0.9999953275234618,-98.49427841847165,3310867.799346874,9.15546838725762
0.9998091358090639,-98.83174880573691,2520952.9058049303,4.8650781844305335
1.0156203952776288,-98.77061668866122,2222299.8620864428,3.7753158022110127
1.0000050857934546,-98.80826389323404,1443770.933927644,1.7523944861336223
0.9999092076700055,-98.95826292633143,1796558.650750868,2.519548399934913
1.0208365138800912,-98.91505113211852,2574594.9925703118,5.074894573278832
1.007988169812101,-98.47914133199646,1732432.3368136536,2.3872376529433086
0.9948588334940769,-99.34321764164235,1800817.9398589141,2.5320914923669577
0.9979184194448413,-99.0108823986316,2612521.5395319946,5.228956639999469
0.9998760943955042,-98.96712417429428,1841818.965366805,2.6482703265928964
1.0166434922797434,-98.97763689492508,1575334.8036159943,2.0154412003797266
0.9977781599177192,-98.74783273716567,2128367.724491176,3.464569250834402
1.0158779202884156,-98.66782939446678,1027110.1812965894,1.0530250007662665
0.9998287371019914,-98.71240586971317,1244964.5340479536,1.3902117311189763
1.020589283911013,-98.77679887254689,2741197.4293923443,5.819924651565037
0.9987550723027977,-99.0129149675125,2821192.1979589574,6.213864080817
0.9985547395162805,-98.91158358840131,2154074.637901147,3.535106369158774
0.9944853200560693,-99.14396702158875,2171354.390199065,3.5761353700074645
1.0146482140454018,-98.60114055801183,2031915.7245536274,3.1793192581901453
1.0231300762279005,-99.09031074562769,3185906.968833798,8.303136018046029
1.0,-98.83853067222267,2079520.5753472163,3.2897832408606584
1.0,-98.4921270430592,3258932.1795821176,8.814789821174074
0.999777788646536,-99.11601716498134,2423000.0008791583,4.462650064509723
0.9999935011104368,-98.8234837652179,1733642.970987118,2.3679766855231765
1.0076668604680683,-98.45091585323837,1403728.4310925023,1.6824621647411953
1.0044689054491296,-98.75102318789153,1164201.0961917483,1.2605663128628077
1.002109645952561,-98.89465827622716,1646279.4220999316,2.18522566614097
0.9973581239228213,-98.92736874905552,1379707.626111965,1.628606408116692
0.9994878973280392,-99.04203439619386,2888431.094540742,6.553797151959364
1.0,-98.85779965747217,1789958.9624839656,2.5041145726969716
1.0143963185422695,-98.55105434500658,2307062.007691713,4.064397862383338
0.9982224555592752,-99.14545092993693,1484152.4367283415,1.8319992672038836
1.007946333196022,-98.51263265840174,1612605.9527939928,2.0951043915287704
1.0151576821007613,-98.26463556240444,2264939.7514781062,3.9048898505106515
1.0027150660601005,-98.67974910899783,1830301.8502269045,2.6058760751848835
1.0003705297869578,-99.1363194261426,2609693.833831867,5.21769350362164
1.0,-99.08756111057991,2721641.3102916973,5.728220505977923
1.0089852184858308,-98.34420669977854,1619994.6342869687,2.1251125545892386
1.025734710291625,-98.73590559600859,1639747.4999308723,2.1701865385974353
0.9946060337688879,-99.1042699634776,2612309.3340696404,5.238110360227219
0.9994905063323078,-99.02134197861497,1371689.172570579,1.6161916073571145
1.0,-99.03024188909681,3079306.4552523955,7.630724593448164
0.9998802780244581,-99.12477098791524,1407057.7882255497,1.6784488861905664
1.0143363882624292,-98.7089969528792,2379484.735941979,4.298828072084131
0.9993676822942482,-98.75871928257257,2471562.155273065,4.6510940898260555
0.9944284837111882,-98.92574289160001,2980219.4545913353,7.060293108239574
1.0086477120859092,-98.52391456896292,1504353.1140759338,1.8705411883348915
1.0198324528977152,-98.34420669977854,2802097.0258533005,6.118799645318461
0.9995397136293069,-98.89008935185886,1463577.0053336988,1.7861887321772714
0.99891956374868,-99.03254110601019,2281856.558020371,3.9438461476964357
1.0001272021872671,-98.19190260839972,2125480.4209187482,3.4315247298349347
1.0067806851005936,-98.24597700651094,1501924.9001480374,1.8651586705219227
1.0166885449173249,-98.28894256604373,2492948.4960387573,4.74553360051419
1.0048121165131183,-98.67859701139801,1432566.103083967,1.7263646716433694
0.9978568540305705,-98.94689072071584,2360470.6018125033,4.2535865647491224
1.0143174397354882,-98.33167121372657,2292525.8086005906,3.9896217937937317
1.0,-98.53272908898211,2395147.8744511856,4.348914314109665
1.0098554122879124,-99.10197314697552,1498257.8254252854,1.8573578153052672
0.9999984576254636,-99.10066766519962,1742103.1425467837,2.388494592684837
0.9979566926219283,-99.19440763013819,3067965.5801677527,7.5686310059944955
1.0069333140435526,-98.78961614269386,1242880.6936654025,1.391809075108378
1.0,-99.1295439211132,1224926.786795599,1.3569433449056862
1.0164149727132323,-98.61289459276387,2430445.140423362,4.4892666571890825
0.999798224794252,-99.0129149675125,1724000.5520408403,2.3611802871101455
0.9997528078409355,-98.86516394145984,2185303.904646028,3.6205799374399477
1.0284231519320424,-99.04640073913443,3488963.1890702457,10.490580968362142
1.0,-98.6830114116932,1705651.8677181483,2.3030043553861637
1.0179784162209693,-98.50717106184042,2688795.9213824454,5.576924325655582
0.9810631511641068,-99.39185188556502,2886097.3182143453,6.54013730184939
1.0198991519910425,-98.80349984071403,2781953.376044051,6.023651426694736
1.0086466024401746,-99.25701045557757,1460488.4403600972,1.787186335212495
0.9996494317035459,-98.84295145132705,2236531.5316183968,3.790373887254583
1.0181667792037365,-98.24016602539125,2643233.8462957665,5.370898195194128
0.9954615993734095,-99.18186563015004,2676338.827930572,5.552610026320747
0.9949889552838076,-99.32427037074946,3260885.248937652,8.80280420843031
1.0063650539435927,-98.92300610420754,1053437.154769999,1.0917908273116728
1.0265020613678946,-98.25437037334137,3306346.415437364,9.109036166415203
1.0272014998654768,-98.56243923719697,3246399.108119626,8.697186267712073
1.0092693973442528,-98.6302212265702,1505136.222333888,1.873799875935599
0.999902060896078,-99.11333376638612,2308992.519717735,4.044171304375665
1.0007359965751368,-98.75199977154894,1369679.9391835793,1.6113590648394456
1.0,-99.0049614974952,1376954.2257146568,1.6247975608740515
1.0173487559967345,-98.71592688060989,2384067.376453268,4.307220371579211
1.01588902891569,-98.89150392968061,2208257.9371381793,3.6982854832678584
1.0114216426827785,-98.59044803141713,1712464.554070487,2.319483358529676
0.999320968199261,-99.12477098791524,2700020.4329267116,5.628258513539388
1.022320568904465,-98.46555889580333,2941356.7540584775,6.8398050693943135
0.9998277907342735,-98.91928313584371,1214779.6620701507,1.3439277322360312
1.0082931727283153,-98.3924128700638,1707647.4721674763,2.308474297632216
1.0,-98.85603243714561,2493100.4285138943,4.77762188898266
0.9984635447896424,-99.23604393584385,1766597.5737337035,2.4468450029468753
1.010131402993228,-98.31097877277914,1744700.8312117502,2.396112062028826
1.0188166326965624,-98.42136806712368,2644201.9885924156,5.373337506526117
1.0062719646899385,-98.48651845755855,1098738.617567535,1.158981922276896
1.0253594336814247,-98.24692405351257,3237794.750773651,8.644087948959957
1.013149976136439,-98.94112248543865,1695157.7084431543,2.296641151013636
1.0,-98.97361318623459,2504957.096063942,4.779843072305528
1.0081578719955808,-98.42917609585112,1418917.312417091,1.7024840689039813
1.0074666365274776,-98.3933082987886,1318362.3112336812,1.5162407497429355
1.0067113134303063,-98.59044803141713,1127933.2243112852,1.2050019356453603
0.9989577026839765,-99.132873092124,1604795.2224171823,2.08047740542594
0.9966814158313291,-98.92574289160001,2187484.234594107,3.6304564105716524
1.0,-98.99046841436044,2019356.9120474749,3.115515273551389
1.0130194919586188,-98.60302591810611,1954660.9992419207,2.9379847464994375
1.007990120357687,-98.29079837121064,1409325.2189043907,1.6866563769823961
1.0105568183551774,-98.31536961195687,1745159.5403630533,2.40116075421719
1.0121935509524573,-98.3005192307082,2149610.346027267,3.545617961926441
0.9966448829756785,-99.26426724474308,2753698.1364900437,5.88139641819188
1.0160847288792592,-98.57783696289276,2336627.686573392,4.139445875042631
0.9951134581836935,-98.87748216658265,3120921.425839928,7.888940364118217
1.008011946097213,-98.72824933803759,1835523.6191350217,2.616791964525299
1.0127630477791958,-98.46555889580333,2116576.819466425,3.4031443154348784
0.9965462183692992,-98.90824208701844,2118904.2445513597,3.412074927170792
