reward,RSRP,throughput,snr
1.080482168064691,-99.34700465705521,4917855.920826628,30.11014585059172
1.0019483222021743,-99.51133654575065,4865166.105096355,28.992099756578803
1.0036800440646756,-98.99970923792029,5029430.294174762,32.616878895193636
1.0010846971345766,-99.00395411139883,5028064.813034132,32.585014137985596
1.077891929543858,-99.53993443700617,4856003.87429299,28.801816638442205
1.0010853507818367,-99.36883028718995,4910853.9899046635,29.9592057918654
0.9956024219644423,-99.31290801506314,4928796.942036429,30.347472279836193
1.0021112523480065,-99.51162759949648,4865072.846141873,28.990156840692123
1.0,-99.23663857473244,4953280.972633908,30.885132399715122
1.0005261740085334,-98.84868085679912,5078039.880891301,33.77110252086889
0.9994419844542292,-99.2466726985893,4950058.993922731,30.813856451439158
0.9976013347722986,-98.88734467749134,5065590.66482189,33.47178375965426
1.0009925979810805,-99.12667561512296,4988606.426175689,31.677125367216206
1.07557988335012,-98.84571869493638,5078993.7959615085,33.79414439662897
1.072601233973219,-98.97929117026123,5035998.9191441825,32.7705860316411
1.0731101018767182,-99.13729849648288,4985192.56130241,31.599737523231745
1.0707978066879074,-98.65951506024433,5138996.89811959,35.27457735119987
1.0731540886998672,-99.26174792741568,4945218.772225516,30.707080828617354
0.9990883361748308,-99.13507748390114,4985906.303474868,31.615901984616862
0.9990657225724323,-99.5490043354834,4853098.495603214,28.74172907692444
1.0717354800220324,-98.65856911395772,5139301.919035224,35.28226142066751
1.0755772479220578,-98.99082977880218,5032286.754335595,32.68363464071956
0.9980911487572146,-99.55846233544835,4850069.0259230565,28.67920387917576
1.0,-99.5520395557624,4852126.265702472,28.72164892274635
1.0,-99.29826488505722,4933496.561847266,30.44996770764551
1.0,-99.5976452854535,4837520.942955935,28.421617890740713
1.0720877224961087,-99.02472717748205,5021383.189615962,32.4295264643364
1.0716413330403063,-98.92387484661245,5053831.588664606,33.19142056465848
1.0700262787938717,-98.88018757425809,5067894.896737909,33.52699019827766
0.999561779655817,-99.24142902865202,4951742.716674456,30.851083559577766
1.0735341712067021,-99.02116293501766,5022529.550540263,32.456152208838674
1.0009925979810805,-99.12667561512296,4988606.426175689,31.677125367216206
1.0,-99.26438427022751,4944372.376171799,30.688446047641257
1.071669244899645,-98.65846724654313,5139334.76635667,35.283089005418006
0.9991749302632318,-99.39952512626454,4901008.747980053,29.748208195626972
1.069774514975554,-98.92647128681608,5052995.910057456,33.17158292311137
1.0,-99.11208616727555,4993295.464275044,31.783718686097853
1.0712326478683332,-98.8306719057067,5083839.670881502,33.911432385181406
1.0,-99.26299862514378,4944817.234433553,30.69823896018222
1.0015846501704728,-99.52334742297793,4861317.783604897,28.912029783719817
1.000608872002449,-98.97736781873496,5036617.723893253,32.78510229150457
1.0726108520215436,-99.14168085139181,4983784.287367347,31.56786711613219
1.0,-99.52171626465446,4861840.389567668,28.922890837104156
1.0707748585654422,-98.65926765287833,5139076.6745770965,35.276586918261344
1.0725240715910103,-98.97706319155515,5036715.733155544,32.78740201759883
1.078619372594901,-98.65886016770355,5139208.068383073,35.279896967357544
1.0723083229345625,-99.07420694678447,5005472.194380963,32.062149160690076
1.0,-99.30230085474128,4932201.189533012,30.421683199065125
1.0712802091923033,-98.84156175118508,5080332.504172759,33.82650667996487
0.9992676659940091,-99.12287014073519,4989829.453695133,31.70489438656096
1.0712861365164874,-98.84291809492066,5079895.700970325,33.81594398376522
1.074003266716376,-98.65904935580812,5139147.064535759,35.27836013192949
1.0,-98.76500011332124,5104995.471244264,34.428120438501495
1.0,-99.14621464009869,4982327.398746403,31.534929244313638
1.0009383687958608,-98.86856831571606,5071635.969591394,33.61680951852585
1.0,-99.38653698503066,4905174.34834148,29.837307245405583
0.9987875864567646,-99.16070737380318,4977670.633458328,31.429870204611262
1.073670203538542,-98.65856911395772,5139301.919035224,35.28226142066751
1.0701993113778154,-98.85809456922277,5075008.482913332,33.69797998328559
1.0729140589226707,-98.86861079349492,5071622.292387871,33.61648071848872
1.0,-99.13074465464769,4987298.730904992,31.647459986630064
1.0712280045937042,-98.82960814791662,5084182.2774044685,33.91973964446088
1.071952907328662,-98.9943718979242,5031147.257206738,32.65698863576605
0.9994020079910328,-99.24865414017432,4949422.778098834,30.799801027515457
1.0723982107342036,-98.97393295714645,5037722.852002857,32.81104248596873
1.0719372016466993,-98.99082977880218,5032286.754335595,32.68363464071956
1.0,-99.39952512626454,4901008.747980053,29.748208195626972
1.0,-99.54753073462476,4853570.522406656,28.751483062928436
